"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/compressed_input_size_mean","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/input_length_mean","perf/target/input_ratio","perf/target/input_ratio_mean","perf/target/mem_gb_after/generate","perf/target/mem_gb_before/generate","perf/target/output_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00775","finished","-","","","2025-04-20T20:18:19.000Z","195","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00775.yaml","longbench","50","","musique","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.00006333549407768176","","21.4","0","1","1","16318","15869.78","16318","15869.78","0.00006128201985537444","0.00006333549407768176","18.771252632141113","17.272849559783936","2","6.56","0.5802586078643799","16318","15869.78","16318","15869.78","16318","15869.78","1","1","19.162960529327393","17.267762184143066","22","7.5","3.5819907188415527","1","","29.37","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00774","finished","-","","","2025-04-20T20:16:34.000Z","104","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00774.yaml","longbench","50","","2wikimqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.00017596448118699045","","38.19","1","1","1","5149","7644.82","5149","7644.82","0.0001942124684404739","0.00017596448118699045","17.743024826049805","17.270235538482666","9","6.58","0.2626934051513672","5149","7644.82","5149","7644.82","5149","7644.82","1","1","17.92433738708496","17.26751947402954","32","8.34","1.9532716274261477","1","","45.14","0.2"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00773","finished","-","","","2025-04-20T20:13:56.000Z","157","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00773.yaml","longbench","50","","hotpotqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.00009280029420987316","","27.82","0.3703703703703703","1","1","16353","12826.94","16353","12826.94","0.00006115085916957133","0.00009280029420987316","18.772850513458252","17.27034282684326","28","6.52","0.8889436721801758","16353","12826.94","16353","12826.94","16353","12826.94","1","1","19.17122793197632","17.267650604248047","12","6.58","3.286073684692383","1","","57.2","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00772","finished","-","","","2025-04-20T20:11:42.000Z","132","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00772.yaml","longbench","50","","multifieldqa_en","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.00018718211243883056","","42.77","0.5263157894736842","1","1","6426","7427.8","6426","7427.8","0.0001556178026766262","0.00018718211243883056","17.870367527008057","17.280323028564453","14","22","0.3447108268737793","6426","7427.8","6426","7427.8","6426","7427.8","1","1","18.065099239349365","17.267492294311523","21","21.9","1.8199312686920168","1","","55.95","0.56"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00771","finished","-","","","2025-04-20T20:09:52.000Z","108","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00771.yaml","longbench","50","","qasper","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.00023092859767372457","","23.83","0","1","1","5851","5221.02","5851","5221.02","0.00017091095539224064","0.00023092859767372457","17.83297824859619","17.29573106765747","4","19.42","0.2092897891998291","5851","5221.02","5851","5221.02","5851","5221.02","1","1","18.00070333480835","17.267736434936523","26","22","1.9022293090820312","1","","46.2","0.375"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00770","finished","-","","","2025-04-20T20:03:50.000Z","360","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00770.yaml","longbench","50","","narrativeqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","","","","","0.0000516098910217567","","18.05","0","1","1","13569","28729.98","13569","28729.98","0.00007369739848183359","0.0000516098910217567","18.51773166656494","17.271809101104736","36","17.74","0.8626439571380615","13569","28729.98","13569","28729.98","13569","28729.98","1","1","18.863409519195557","17.268393993377686","10","8.94","2.75551700592041","1","","24.68","0.3333333333333333"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00081","finished","-","","","2025-04-20T14:23:02.000Z","255","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00081.yaml","longbench","50","","repobench-p","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.0001422102178068484","","38.66","0.96","1","1","4310","10103.5","4310","10103.5","0.0002320185614849188","0.0001422102178068484","17.693775177001953","17.29802370071411","64","64","0.8789381980895996","4310","10103.5","4310","10103.5","4310","10103.5","1","1","17.79456615447998","17.26755428314209","64","64","2.8403847217559814","1","","54.36","0.98"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00080","finished","-","","","2025-04-20T14:19:58.000Z","183","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00080.yaml","longbench","50","","lcc","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00042586482577622","","27.62","0.47","1","1","2761","3038.62","2761","3038.62","0.0003621876131836291","0.00042586482577622","17.551668643951416","17.29797649383545","64","64","0.8171725273132324","2761","3038.62","2761","3038.62","2761","3038.62","1","1","17.620838165283203","17.26746892929077","64","64","2.5852818489074707","1","","44.86","0.19"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00079","finished","-","","","2025-04-20T14:17:28.000Z","149","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00079.yaml","longbench","50","","passage_retrieval_en","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.0000804742779338311","","2","0","1","1","13959","12562.02","13959","12562.02","0.00007163836951070993","0.0000804742779338311","18.551283359527588","17.269551277160645","4","4","0.5047290325164795","13959","12562.02","13959","12562.02","13959","12562.02","1","1","18.865766525268555","17.26769781112671","4","4.56","2.5847959518432617","1","","96","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00075","finished","-","","","2025-04-20T14:13:51.000Z","215","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00075.yaml","longbench","50","","trec","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00018408511879044673","","60","1","1","1","11033","6801.04","11033","6801.04","0.00009063717937097796","0.00018408511879044673","18.311304092407227","17.298054218292236","64","64","1.063673973083496","11033","6801.04","11033","6801.04","11033","6801.04","1","1","18.540225505828857","17.267565727233887","64","64","3.992890119552612","1","","60","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00078","finished","-","","","2025-04-20T13:51:33.000Z","179","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00078.yaml","longbench","50","","passage_count","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00007521057139330047","","2","0","1","1","12396","15009.7","12396","15009.7","0.00008067118425298483","0.00007521057139330047","18.41174030303955","17.272803783416748","11","10.84","0.5240349769592285","12396","15009.7","12396","15009.7","12396","15009.7","1","1","18.69368267059326","17.267683506011963","2","3.56","2.2555370330810547","1","","8","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00077","finished","-","","","2025-04-20T13:45:39.000Z","352","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00077.yaml","longbench","50","","samsum","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00014226922599909166","","38.28","0.3396226366536135","1","1","12846","10056.66","12846","10056.66","0.00007784524365561264","0.00014226922599909166","18.45751905441284","17.277984619140625","56","53.84","1.0696444511413574","12846","10056.66","12846","10056.66","12846","10056.66","1","1","18.739580154418945","17.26753568649292","128","128","6.394572973251343","1","","36.65","0.32653060729695965"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00076","finished","-","","","2025-04-20T13:42:14.000Z","204","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00076.yaml","longbench","50","","triviaqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00012180517758519905","","79.6","1","1","1","4181","12284.98","4181","12284.98","0.0002391772303276728","0.00012180517758519905","17.66735315322876","17.28269100189209","4","29.22","0.1615915298461914","4181","12284.98","4181","12284.98","4181","12284.98","1","1","17.764398097991943","17.26744508743286","32","32","1.777538537979126","1","","91.27","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00074","finished","-","","","2025-04-20T13:33:29.000Z","524","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00074.yaml","longbench","50","","multi_news","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00018408511879044673","","60","0.2540540490717313","1","1","1601","2504.28","1601","2504.28","0.0006246096189881324","0.0006321882642126078","17.987719535827637","17.438910961151123","507","415.58","5.817876577377319","11033","6801.04","11033","6801.04","11033","6801.04","1","1","18.54045581817627","17.267565727233887","64","64","4.021792650222778","1","","60","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00073","finished","-","","","2025-04-20T13:27:23.000Z","365","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00073.yaml","longbench","50","","qmsum","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00009005479115299472","","21.83","0.2741935433883975","1","1","13081","13221.46","13081","13221.46","0.00007644675483525724","0.00009005479115299472","18.50412130355835","17.30244255065918","106","96.5","1.654299259185791","13081","13221.46","13081","13221.46","13081","13221.46","1","1","18.792029857635494","17.267749786376953","77","93.34","4.883978605270386","1","","22.82","0.27826086458374294"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00072","finished","-","","","2025-04-20T13:09:15.000Z","1086","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00072.yaml","longbench","50","","gov_report","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.000124254791287188","","30.01","0.28927680313679643","1","1","6476","11507.48","6476","11507.48","0.00015441630636195183","0.000124254791287188","18.11673259735107","17.41414737701416","512","412.96","6.140009641647339","6476","11507.48","6476","11507.48","6476","11507.48","1","1","18.89381217956543","17.267716884613037","385","412.76","14.021121501922607","1","","25.69","0.23280422811343476"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00071","finished","-","","","2025-04-20T13:06:02.000Z","191","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00071.yaml","longbench","50","","musique","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00006333549407768176","","21.4","0","1","1","16318","15869.78","16318","15869.78","0.00006128201985537444","0.00006333549407768176","18.7714524269104","17.27311611175537","2","6.56","0.5797069072723389","16318","15869.78","16318","15869.78","16318","15869.78","1","1","19.12752485275269","17.267762184143066","22","7.24","3.586961269378662","1","","24.93","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00070","finished","-","","","2025-04-20T13:04:17.000Z","104","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00070.yaml","longbench","50","","2wikimqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00017596448118699045","","38.19","1","1","1","5149","7644.82","5149","7644.82","0.0001942124684404739","0.00017596448118699045","17.743221759796143","17.26982069015503","9","6.58","0.2424945831298828","5149","7644.82","5149","7644.82","5149","7644.82","1","1","17.88850736618042","17.26751947402954","32","8.54","1.9480388164520264","1","","49.31","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00069","finished","-","","","2025-04-20T13:01:38.000Z","158","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00069.yaml","longbench","50","","hotpotqa","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00009280029420987316","","27.82","0.3703703703703703","1","1","16353","12826.94","16353","12826.94","0.00006115085916957133","0.00009280029420987316","18.772425174713135","17.269927978515625","28","6.52","0.8768012523651123","16353","12826.94","16353","12826.94","16353","12826.94","1","1","19.138122081756592","17.267650604248047","12","6.32","3.2956478595733643","1","","58.88","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00068","finished","-","","","2025-04-20T12:59:27.000Z","129","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_smallgrid/longbench/sparse_prefill_snapkv/00068.yaml","longbench","50","","multifieldqa_en","","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","","","","0.00018718211243883056","","42.77","0.5263157894736842","1","1","6426","7427.8","6426","7427.8","0.0001556178026766262","0.00018718211243883056","17.870367527008057","17.280323028564453","14","22","0.34833264350891113","6426","7427.8","6426","7427.8","6426","7427.8","1","1","18.030727863311768","17.267492294311523","17","20.18","1.6855268478393557","1","","55.74","0.4545454545454546"
