"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/compressed_input_size_mean","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/input_length_mean","perf/target/input_ratio","perf/target/input_ratio_mean","perf/target/mem_gb_after/generate","perf/target/mem_gb_before/generate","perf/target/output_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00027","finished","-","","","2025-04-23T04:44:46.000Z","387","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00027.yaml","longbench","50","","samsum","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014226922599909166","","38.59","0.3396226366536135","1","1","12846","10056.66","12846","10056.66","0.00007784524365561264","0.00014226922599909166","18.45834684371948","17.278812408447266","56","41.46","1.2050998210906982","12846","10056.66","12846","10056.66","12846","10056.66","1","1","18.774434089660645","17.268359661102295","128","128","7.021907567977905","1","","34.53","0.3921568578392926"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00026","finished","-","","","2025-04-23T04:43:22.000Z","275","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00026.yaml","longbench","50","","triviaqa","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00012180517758519905","","79.6","1","1","1","4181","12284.98","4181","12284.98","0.0002391772303276728","0.00012180517758519905","2.7243552207946777","2.3404483795166016","4","58.02","0.20002985000610352","4181","12284.98","4181","12284.98","4181","12284.98","1","1","17.797423362731934","17.26746654510498","32","32","1.805893898010254","1","","94.93","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00025","finished","-","","","2025-04-23T04:40:38.000Z","246","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00025.yaml","longbench","50","","trec","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00018408511879044673","","60","1","1","1","11033","6801.04","11033","6801.04","0.00009063717937097796","0.00018408511879044673","18.312570095062256","17.298882007598877","64","64","1.193199872970581","11033","6801.04","11033","6801.04","11033","6801.04","1","1","18.57560968399048","17.268393516540527","64","64","5.266019105911255","1","","66","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00023","finished","-","","","2025-04-23T04:33:26.000Z","430","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00023.yaml","longbench","50","","qmsum","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009005479115299472","","22.11","0.310679606820624","1","1","13081","13221.46","13081","13221.46","0.00007644675483525724","0.00009005479115299472","3.533688545227051","2.332009792327881","64","57.82","1.313352346420288","13081","13221.46","13081","13221.46","13081","13221.46","1","1","18.81482315063477","17.268553733825684","146","100.32","8.918378353118896","1","","24.24","0.232876707463877"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00021","finished","-","","","2025-04-23T04:32:28.000Z","263","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00021.yaml","longbench","50","","musique","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00006333549407768176","","21.39","0","1","1","16318","15869.78","16318","15869.78","0.00006128201985537444","0.00006333549407768176","18.771185874938965","17.272849559783936","2","6.74","0.8113410472869873","16318","15869.78","16318","15869.78","16318","15869.78","1","1","19.162960529327393","17.267762184143066","22","6.38","4.668876647949219","1","","28.6","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00020","finished","-","","","2025-04-23T04:29:58.000Z","148","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00020.yaml","longbench","50","","2wikimqa","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00017596448118699045","","35.52","0","1","1","5149","7644.82","5149","7644.82","0.0001942124684404739","0.00017596448118699045","17.742719650268555","17.26982069015503","6","6.96","0.25731897354125977","5149","7644.82","5149","7644.82","5149","7644.82","1","1","17.92080545425415","17.2675199508667","32","9","2.0718297958374023","1","","48.96","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00019","finished","-","","","2025-04-23T04:29:26.000Z","224","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00019.yaml","longbench","50","","hotpotqa","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009280029420987316","","27.7","0.35714285714285715","1","1","16353","12826.94","16353","12826.94","0.00006115085916957133","0.00009280029420987316","18.773252964019775","17.270755767822266","27","6.86","1.109912395477295","16353","12826.94","16353","12826.94","16353","12826.94","1","1","19.172019481658936","17.268478393554688","12","7.16","4.620425462722778","1","","56.59","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00018","finished","-","","","2025-04-23T04:27:20.000Z","156","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00018.yaml","longbench","50","","multifieldqa_en","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00018718211243883056","","42.78","0.5263157894736842","1","1","6426","7427.8","6426","7427.8","0.0001556178026766262","0.00018718211243883056","17.870367527008057","17.280323028564453","14","22.18","0.4041638374328614","6426","7427.8","6426","7427.8","6426","7427.8","1","1","18.066075801849365","17.267492294311523","7","19.64","1.8067870140075684","1","","56.05","0.5333333333333333"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00017","finished","-","","","2025-04-23T04:25:08.000Z","130","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00017.yaml","longbench","50","","qasper","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00023092859767372457","","24.39","0","1","1","5851","5221.02","5851","5221.02","0.00017091095539224064","0.00023092859767372457","2.875446319580078","2.3381991386413574","4","18.02","0.26601576805114746","5851","5221.02","5851","5221.02","5851","5221.02","1","1","18.00180673599243","17.267735481262207","31","21.1","2.282158136367798","1","","47.6","0.40816326530612246"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00015","finished","-","","","2025-04-23T04:24:27.000Z","297","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00015.yaml","longbench","50","","repobench-p","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001422102178068484","","38.7","0.96","1","1","4310","10103.5","4310","10103.5","0.0002320185614849188","0.0001422102178068484","17.694602966308594","17.298851490020752","64","64","0.8723742961883545","4310","10103.5","4310","10103.5","4310","10103.5","1","1","17.79456615447998","17.26838207244873","64","64","3.4746875762939453","1","","53.44","0.98"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00014","finished","-","","","2025-04-23T04:21:57.000Z","169","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00014.yaml","longbench","50","","lcc","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00042586482577622","","28.48","0.47","1","1","2761","3038.62","2761","3038.62","0.0003621876131836291","0.00042586482577622","17.55157709121704","17.29797649383545","64","64","0.7927069664001465","2761","3038.62","2761","3038.62","2761","3038.62","1","1","17.620838165283203","17.26746892929077","64","64","2.2210230827331543","1","","41.42","0.19"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00013","finished","-","","","2025-04-23T04:20:55.000Z","211","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00013.yaml","longbench","50","","passage_retrieval_en","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0000804742779338311","","2","0","1","1","13959","12562.02","13959","12562.02","0.00007163836951070993","0.0000804742779338311","18.552670001983643","17.270291328430176","4","4","0.7019925117492676","13959","12562.02","13959","12562.02","13959","12562.02","1","1","18.866594314575195","17.26852560043335","4","4.02","3.76137638092041","1","","100","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00012","finished","-","","","2025-04-23T04:17:43.000Z","252","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00012.yaml","longbench","50","","passage_count","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00007521057139330047","","2","0","1","1","12396","15009.7","12396","15009.7","0.00008067118425298483","0.00007521057139330047","18.41174030303955","17.27280855178833","11","10.5","0.6760087013244629","12396","15009.7","12396","15009.7","12396","15009.7","1","1","18.69426965713501","17.267682552337646","15","4.88","3.5431528091430664","1","","7.33","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00011","finished","-","","","2025-04-23T04:14:30.000Z","383","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00011.yaml","longbench","50","","samsum","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014226922599909166","","38.59","0.3396226366536135","1","1","12846","10056.66","12846","10056.66","0.00007784524365561264","0.00014226922599909166","18.45834684371948","17.278812408447266","56","41.46","1.2065706253051758","12846","10056.66","12846","10056.66","12846","10056.66","1","1","18.74040412902832","17.268359661102295","128","128","8.002654790878296","1","","34.07","0.3921568578392926"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00010","finished","-","","","2025-04-23T04:13:09.000Z","273","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00010.yaml","longbench","50","","triviaqa","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00012180517758519905","","79.6","1","1","1","4181","12284.98","4181","12284.98","0.0002391772303276728","0.00012180517758519905","2.7243552207946777","2.3404483795166016","4","58.02","0.2005829811096191","4181","12284.98","4181","12284.98","4181","12284.98","1","1","17.765135765075684","17.26746654510498","32","32","1.8037834167480469","1","","91.6","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00009","finished","-","","","2025-04-23T04:10:30.000Z","238","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00009.yaml","longbench","50","","trec","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00018408511879044673","","60","1","1","1","11033","6801.04","11033","6801.04","0.00009063717937097796","0.00018408511879044673","18.312570095062256","17.298882007598877","64","64","1.1997783184051514","11033","6801.04","11033","6801.04","11033","6801.04","1","1","18.54164743423462","17.268393516540527","64","64","4.689066648483276","1","","64","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00007","finished","-","","","2025-04-23T04:03:48.000Z","401","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00007.yaml","longbench","50","","qmsum","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009005479115299472","","22.11","0.310679606820624","1","1","13081","13221.46","13081","13221.46","0.00007644675483525724","0.00009005479115299472","3.533688545227051","2.332009792327881","64","57.82","1.3175652027130127","13081","13221.46","13081","13221.46","13081","13221.46","1","1","18.78327178955078","17.268553733825684","130","95.84","7.059837579727173","1","","25.68","0.2539682489732931"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00005","finished","-","","","2025-04-23T04:02:18.000Z","264","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00005.yaml","longbench","50","","musique","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00006333549407768176","","21.39","0","1","1","16318","15869.78","16318","15869.78","0.00006128201985537444","0.00006333549407768176","18.77124929428101","17.272912979125977","2","6.74","0.810326337814331","16318","15869.78","16318","15869.78","16318","15869.78","1","1","19.12752485275269","17.267762184143066","22","6.48","4.653942346572876","1","","27.47","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00004","finished","-","","","2025-04-23T04:01:05.000Z","141","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00004.yaml","longbench","50","","2wikimqa","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00017596448118699045","","35.52","0","1","1","5149","7644.82","5149","7644.82","0.0001942124684404739","0.00017596448118699045","17.742719650268555","17.26982069015503","6","6.96","0.2610788345336914","5149","7644.82","5149","7644.82","5149","7644.82","1","1","17.887697219848633","17.2675199508667","32","8.92","2.0939602851867676","1","","50.23","0"
