"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/compressed_input_size_mean","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/input_length_mean","perf/target/input_ratio","perf/target/input_ratio_mean","perf/target/mem_gb_after/generate","perf/target/mem_gb_before/generate","perf/target/output_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00055","finished","-","","","2025-04-22T10:52:06.000Z","339","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00055.yaml","longbench","50","","qmsum","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009032095206409022","","19.43","0.19512194740928024","1","1","13084","13215.66","13084","13215.66","0.00007642922653622745","0.00009032095206409022","29.08298110961914","28.48559808731079","35","38.4","0.4187967777252197","13084","13215.66","13084","13215.66","13084","13215.66","1","1","30.09572410583496","28.463672637939453","100","92.96","4.341524839401245","1","","23.52","0.28358208459233686"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00039","finished","-","","","2025-04-22T10:21:56.000Z","335","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00039.yaml","longbench","50","","qmsum","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009032095206409022","","19.43","0.19512194740928024","1","1","13084","13215.66","13084","13215.66","0.00007642922653622745","0.00009032095206409022","29.08298110961914","28.48559808731079","35","38.4","0.417834997177124","13084","13215.66","13084","13215.66","13084","13215.66","1","1","30.046924591064453","28.463672637939453","118","90.7","4.529195547103882","1","","23.48","0.24460431162155177"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00046","finished","-","","","2025-04-22T10:40:13.000Z","334","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00046.yaml","longbench","50","","lcc","0","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014094042860833222","","34.74","0","1","1","2842","3069.16","2842","3069.16","0.0003518648838845883","0.0004231646175683626","28.630054473876953","28.50043821334839","64","62.24","0.588639497756958","4316","10165.96","4316","10165.96","4316","10165.96","1","1","29.032084941864017","28.464346885681152","64","64","2.0614006519317627","1","","46.22","0.98"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00048","finished","-","","","2025-04-22T10:41:05.000Z","328","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00048.yaml","longbench","50","","narrativeqa","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00005140864207430669","","10.77","0.07142857142857144","1","1","13539","28782.38","13539","28782.38","0.00007386069872220991","0.00005140864207430669","29.086194038391113","28.46839141845703","36","18.34","0.43615031242370605","13539","28782.38","13539","28782.38","13539","28782.38","1","1","30.148369312286377","28.464338779449463","7","11.06","1.8601670265197752","1","","29.01","0"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00034","finished","-","","","2025-04-22T10:16:29.000Z","325","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00034.yaml","longbench","50","","multifieldqa_en","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00006063210204474352","","13.25","0.7857142857142858","1","1","6458","7685.94","6458","7685.94","0.0001548467017652524","0.00017882752820529632","28.774510383605957","28.47866725921631","24","25.88","3.479149580001831","16926","16582.82","16926","16582.82","16926","16582.82","1","1","30.48178339004517","28.463711261749268","2","7.68","2.11217999458313","1","","39.96","0"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00050","finished","-","","","2025-04-22T10:46:37.000Z","325","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00050.yaml","longbench","50","","multifieldqa_en","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00006063210204474352","","13.25","0.7857142857142858","1","1","6458","7685.94","6458","7685.94","0.0001548467017652524","0.00017882752820529632","28.774510383605957","28.47866725921631","24","25.88","0.2606487274169922","16926","16582.82","16926","16582.82","16926","16582.82","1","1","30.530529975891113","28.463711261749268","2","5.72","2.135007619857788","1","","41.81","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00030","finished","-","","","2025-04-22T10:11:46.000Z","302","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00030.yaml","longbench","50","","lcc","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00005140864207430669","","10.77","0.47","1","1","2761","3038.62","2761","3038.62","0.0003621876131836291","0.00042586482577622","17.57481336593628","17.32129192352295","64","64","0.4180769920349121","13539","28782.38","13539","28782.38","13539","28782.38","1","1","30.10057544708252","28.465193271636963","7","12.28","1.852973222732544","1","","23.18","0"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00047","finished","-","","","2025-04-22T13:14:26.000Z","298","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00047.yaml","longbench","50","","repobench-p","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014094042860833222","","34.74","0","1","1","4316","10165.96","4316","10165.96","0.00023169601482854495","0.00014094042860833222","28.69784784317017","28.499142169952393","64","64","0.5943834781646729","4316","10165.96","4316","10165.96","4316","10165.96","1","1","29.03019428253174","28.463004112243652","64","64","2.1001245975494385","1","","46.22","0.98"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00057","finished","-","","","2025-04-22T13:17:06.000Z","282","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00057.yaml","longbench","50","","trec","3","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001825975489371237","","60","1","1","1","11123","6860.34","11123","6860.34","0.00008990380293086398","0.0001825975489371237","1.4959454536437988","0.9878373146057128","64","64","0.6131496429443359","11123","6860.34","11123","6860.34","11123","6860.34","1","1","29.868974685668945","28.463016033172607","64","64","2.9435839653015137","1","","80","0"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00032","finished","-","","","2025-04-22T13:09:37.000Z","272","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00032.yaml","longbench","50","","narrativeqa","1","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00005140864207430669","","10.77","0.07142857142857144","1","1","13539","28782.38","13539","28782.38","0.00007386069872220991","0.00005140864207430669","16.532468795776367","15.915441513061523","36","18.34","0.41341614723205566","13539","28782.38","13539","28782.38","13539","28782.38","1","1","30.100924491882324","28.465193271636963","7","12.28","1.8877546787261963","1","","23.18","0"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00056","finished","-","","","2025-04-22T10:52:07.000Z","271","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00056.yaml","longbench","50","","multi_news","1","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001825975489371237","","60","0.16289592425298424","1","1","1593","2509.66","1593","2509.66","0.0006277463904582549","0.0006519416477808198","1.0791664123535156","0.9877419471740724","64","64","0.5783059597015381","11123","6860.34","11123","6860.34","11123","6860.34","1","1","29.869537353515625","28.463016033172607","64","64","2.947958707809448","1","","80","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00027","finished","-","","","2025-04-22T13:08:01.000Z","269","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00027.yaml","longbench","50","","samsum","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014226922599909166","","39.45","0.3396226366536135","1","1","12846","10056.66","12846","10056.66","0.00007784524365561264","0.00014226922599909166","18.480855464935303","17.301300048828125","56","40.64","4.773181676864624","12846","10056.66","12846","10056.66","12846","10056.66","1","1","18.798813819885257","17.290846824645996","128","128","10.365538358688354","1","","35.3","0.3921568578392926"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00040","finished","-","","","2025-04-22T10:27:35.000Z","267","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00040.yaml","longbench","50","","multi_news","2","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001825975489371237","","60","0.16289592425298424","1","1","1593","2509.66","1593","2509.66","0.0006277463904582549","0.0006519416477808198","28.590991020202637","28.499566555023193","64","64","0.6281108856201172","11123","6860.34","11123","6860.34","11123","6860.34","1","1","29.81886863708496","28.463504314422607","64","64","2.9532201290130615","1","","76","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00011","finished","-","","","2025-04-22T09:48:52.000Z","241","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00011.yaml","longbench","50","","samsum","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014226922599909166","","39.45","0.3396226366536135","1","1","12846","10056.66","12846","10056.66","0.00007784524365561264","0.00014226922599909166","18.480834484100345","17.301300048828125","56","40.64","5.904931545257568","12846","10056.66","12846","10056.66","12846","10056.66","1","1","18.76289129257202","17.290846824645996","128","128","29.05921959877014","1","","35.16","0.29166666170138894"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00063","finished","-","","","2025-04-22T11:01:21.000Z","237","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00063.yaml","longbench","50","","repobench-p","3","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00014094042860833222","","34.74","0","1","1","4316","10165.96","4316","10165.96","0.00023169601482854495","0.00014094042860833222","28.69887685775757","28.49989318847656","64","64","0.598944902420044","4316","10165.96","4316","10165.96","4316","10165.96","1","1","29.085453510284424","28.463755130767822","64","64","2.1078624725341797","1","","41.28","0.98"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00041","finished","-","","","2025-04-22T13:12:32.000Z","225","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00041.yaml","longbench","50","","trec","0","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001825975489371237","","60","1","1","1","11123","6860.34","11123","6860.34","0.00008990380293086398","0.0001825975489371237","16.453577041625977","15.946712017059326","64","64","0.6467580795288086","11123","6860.34","11123","6860.34","11123","6860.34","1","1","29.820669174194336","28.465304851531982","64","64","2.9559853076934814","1","","76","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00023","finished","-","","","2025-04-22T09:59:29.000Z","210","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00023.yaml","longbench","50","","qmsum","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009005479115299472","","21.91","0.310679606820624","1","1","13081","13221.46","13081","13221.46","0.00007644675483525724","0.00009005479115299472","18.515579223632812","17.313334941864014","64","56.9","0.5809884071350098","13081","13221.46","13081","13221.46","13081","13221.46","1","1","18.84098243713379","17.291041374206543","146","100.94","3.0032153129577637","1","","23.96","0.232876707463877"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00062","finished","-","","","2025-04-22T13:28:24.000Z","203","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00062.yaml","longbench","50","","lcc","3","flash_attention_2","bfloat16","Qwen/Qwen2.5-0.5B-Instruct","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0004231646175683626","","30.78","0","1","1","2842","3069.16","2842","3069.16","0.0003518648838845883","0.0004231646175683626","1.117314338684082","0.9877591133117676","64","62.24","0.5810849666595459","2842","3069.16","2842","3069.16","2842","3069.16","1","1","28.90739870071411","28.462921142578125","64","64","1.916762113571167","1","","53.1","0"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00007","finished","-","","","2025-04-22T09:41:07.000Z","203","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench1/longbench/sparse_prefill_snapkv/00007.yaml","longbench","50","","qmsum","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00009005479115299472","","21.91","0.310679606820624","1","1","13081","13221.46","13081","13221.46","0.00007644675483525724","0.00009005479115299472","18.515840530395508","17.313334941864014","64","56.9","0.5549571514129639","13081","13221.46","13081","13221.46","13081","13221.46","1","1","18.80575942993164","17.291041374206543","91","92.72","2.134535074234009","1","","24.43","0.26315788976146515"
