"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","target_sparse_config.use_pyramidkv","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","skip_cache","target_sparse_config.gqa_attn","target_sparse_config.use_h2o","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all","perf/target/mem_gb_before/generate/prefill_decode"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00085","finished","-","","","2025-04-25T11:47:04.000Z","662","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00085.yaml","longbench","","","","musique","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","9.195","","0.00006485693755291553","","26.49","1","14.96865940093994"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00084","finished","-","","","2025-04-25T11:42:51.000Z","307","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00084.yaml","longbench","","","","2wikimqa","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","7.805","","0.0001808619639708152","","41.8","1","14.967005252838137"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00083","finished","-","","","2025-04-25T11:42:30.000Z","530","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00083.yaml","longbench","","","","hotpotqa","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","6.755","","0.00009191986362752184","","48.11","1","14.967605590820312"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00082","finished","-","","","2025-04-25T11:42:16.000Z","298","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00082.yaml","longbench","","","","multifieldqa_en","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","22.786666666666665","","0.00020015188689644515","","40.03","0.10810810810810811","14.973742961883543"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00081","finished","-","","","2025-04-25T11:41:03.000Z","360","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00081.yaml","longbench","","","","qasper","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","27.565","","0.00022898966084607036","","23.22","0","14.985153675079346"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00080","finished","-","","","2025-04-25T11:40:38.000Z","1655","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00080.yaml","longbench","","","","narrativeqa","5","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","10.565","","0.0000492607562361452","","24.19","0.1176470588235294","14.969878196716309"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00079","finished","-","","","2025-04-25T11:35:51.000Z","2080","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00079.yaml","longbench","","","","repobench-p","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","4940","10819.382","4940","63.63","","0.00013069233449669915","","34.47","0.29","14.99712085723877"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00078","finished","-","","","2025-04-25T11:35:04.000Z","1320","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00078.yaml","longbench","","","","lcc","3","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","1480","3179.72","1480","64","","0.0004328534482267119","","35","0.21","14.996099948883057"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00077","finished","-","","","2025-04-25T11:34:38.000Z","491","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00077.yaml","longbench","","","","passage_retrieval_en","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","14057","12583.895","14057","4.005","","0.00008016233882535924","","98.5","1","14.967593669891356"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00076","finished","-","","","2025-04-25T11:32:24.000Z","604","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00076.yaml","longbench","","","","passage_count","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","9059","15031.22","9059","2.86","","0.00007505470188349298","","8","0","14.966687202453612"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00075","finished","-","","","2025-04-25T11:27:31.000Z","1179","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00075.yaml","longbench","","","","samsum","9","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","15718","9167.28","15718","125.03","","0.00015823092645954442","","22.7","0.08333332847222251","14.989562034606934"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00074","finished","-","","","2025-04-25T11:24:49.000Z","661","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00074.yaml","longbench","","","","triviaqa","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","2947","11780.735","2947","32","","0.00012719475142138924","","75.06","0","14.981905937194824"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00073","finished","-","","","2025-04-25T11:21:27.000Z","656","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00073.yaml","longbench","","","","trec","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","4400","6785.595","4400","64","","0.00018547459686536424","","54.5","0","14.996150970458984"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00072","finished","-","","","2025-04-25T11:18:05.000Z","2854","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00072.yaml","longbench","","","","multi_news","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","366","2704.11","366","413.265","","0.0005925779587848921","","22.04","0.2346368666221405","15.186264514923096"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00071","finished","-","","","2025-04-25T11:15:22.000Z","1155","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00071.yaml","longbench","","","","qmsum","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","8299","13978.58","8299","89.085","","0.00008736811326927721","","20.47","0.28813558823326635","15.034968852996826"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00070","finished","-","","","2025-04-25T11:14:55.000Z","2941","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00070.yaml","longbench","","","","gov_report","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","6415","10337.405","6415","379.89","","0.00013410726854412531","","22.4","0.18271604453638185","15.153408527374268"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00069","finished","-","","","2025-04-25T11:13:39.000Z","668","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00069.yaml","longbench","","","","musique","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","9.17","","0.00006485693755291553","","26.25","1","14.969521522521973"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00068","finished","-","","","2025-04-25T11:12:54.000Z","309","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00068.yaml","longbench","","","","2wikimqa","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","8.085","","0.0001808619639708152","","40.94","1","14.967005252838137"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00067","finished","-","","","2025-04-25T11:12:41.000Z","525","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00067.yaml","longbench","","","","hotpotqa","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","6.26","","0.00009191986362752184","","48.88","1","14.967575073242188"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00066","finished","-","","","2025-04-25T11:08:46.000Z","291","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00066.yaml","longbench","","","","multifieldqa_en","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","21.273333333333333","","0.00020015188689644515","","35.32","0.03636363636363636","14.974716663360596"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00065","finished","-","","","2025-04-25T11:08:44.000Z","370","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00065.yaml","longbench","","","","qasper","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","29.165","","0.00022898966084607036","","22.43","0.25","14.98085355758667"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00064","finished","-","","","2025-04-25T11:07:53.000Z","1629","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/streamingllm/00064.yaml","longbench","","","","narrativeqa","3","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","streamingllm","32","","","","","","","","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","10.285","","0.0000492607562361452","","23.62","0.22222222222222224","14.969878196716309"
