"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","target_sparse_config.use_pyramidkv","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","skip_cache","target_sparse_config.gqa_attn","target_sparse_config.use_h2o","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all","perf/target/mem_gb_before/generate/prefill_decode"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00030","finished","-","","","2025-04-24T15:50:33.000Z","1160","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00030.yaml","longbench","","","","lcc","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.0004328534482267119","","29.38","0.14","1","1","1480","3179.72","1480","3179.72","0.0006756756756756757","0.0004328534482267119","17.43644952774048","17.29893398284912","64","63.972","0.6675028800964355","1480","1480","3179.72","1480","64","1.397284984588623","1","","50.49","0.34",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00029","finished","-","","","2025-04-24T15:47:11.000Z","304","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00029.yaml","longbench","","","","passage_retrieval_en","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00008016233882535924","","4.5","0","1","1","14057","12583.895","14057","12583.895","0.00007113893433876361","0.00008016233882535924","18.561795711517338","17.270511627197266","4","4.11","0.26367998123168945","14057","14057","12583.895","14057","4.025","1.3200535774230957","1","","99","1",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00028","finished","-","","","2025-04-24T15:40:53.000Z","376","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00028.yaml","longbench","","","","passage_count","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00007505470188349298","","3","0","1","1","9059","15031.22","9059","15031.22","0.00011038745998454576","0.00007505470188349298","18.107605934143063","17.273821353912354","11","10.61","0.2399563789367676","9059","9059","15031.22","9059","3.855","1.101398468017578","1","","3.86","0",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00027","finished","-","","","2025-04-24T15:36:33.000Z","839","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00027.yaml","longbench","","","","samsum","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00015823092645954442","","38.4","0.26086956030245756","1","1","15718","9167.28","15718","9167.28","0.0000636213258684311","0.00015823092645954442","18.734721183776855","17.29144048690796","19","51.77","0.4557406902313232","15718","15718","9167.28","15718","128","3.910278797149658","1","","33.98","0.06060605638200213",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00026","finished","-","","","2025-04-24T15:33:17.000Z","454","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00026.yaml","longbench","","","","triviaqa","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00012719475142138924","","79.35","1","1","1","2947","11780.735","2947","11780.735","0.00033932813030200206","0.00012719475142138924","17.555639266967773","17.284562587738037","32","29.96","0.3653829097747803","2947","2947","11780.735","2947","32","0.8801183700561523","1","","89.5","1",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00025","finished","-","","","2025-04-24T15:24:12.000Z","543","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00025.yaml","longbench","","","","trec","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00018547459686536424","","64","1","1","1","4400","6785.595","4400","6785.595","0.00022727272727272727","0.00018547459686536424","17.70389175415039","17.29898500442505","64","64","0.7065749168395996","4400","4400","6785.595","4400","64","1.6791300773620603","1","","62.5","0",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00024","finished","-","","","2025-04-24T15:20:43.000Z","2968","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00024.yaml","longbench","","","","multi_news","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.0005925779587848921","","26.14","0.29473683730526323","1","1","366","2704.11","366","2704.11","0.00273224043715847","0.0005925779587848921","17.63305950164795","17.42272138595581","202","414.49","2.1496715545654297","366","366","2704.11","366","463.2","5.259577035903931","1","","23.37","0.3052631530947369",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00023","finished","-","","","2025-04-24T15:20:00.000Z","992","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00023.yaml","longbench","","","","qmsum","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00008736811326927721","","22.02","0.2526315741074793","1","1","8299","13978.58","8299","13978.58","0.00012049644535486204","0.00008736811326927721","18.134193420410156","17.370293140411377","59","103.53","0.732396125793457","8299","8299","13978.58","8299","103.18","2.5335540771484375","1","","24.3","0.2777777727846365",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00022","finished","-","","","2025-04-24T15:19:03.000Z","2789","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00022.yaml","longbench","","","","gov_report","3","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00013410726854412531","","29.53","0.22994651943607203","1","1","6415","10337.405","6415","10337.405","0.0001558846453624318","0.00013410726854412531","18.031049251556396","17.40034008026123","441","397.625","4.536449432373047","6415","6415","10337.405","6415","414.745","8.995866298675537","1","","25.3","0.21446383557390825",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00021","finished","-","","","2025-04-24T15:17:37.000Z","394","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00021.yaml","longbench","","","","musique","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00006485693755291553","","18.56","0","1","1","16408","15678.51","16408","15678.51","0.00006094588005850804","0.00006485693755291553","18.77756118774414","17.270960330963135","4","6.53","0.3119239807128906","16408","16408","15678.51","16408","7.815","1.547684669494629","1","","27.96","1",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00020","finished","-","","","2025-04-24T15:16:25.000Z","213","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00020.yaml","longbench","","","","2wikimqa","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.0001808619639708152","","30.79","0","1","1","5636","7230.25","5636","7230.25","0.000177430801987225","0.0001808619639708152","17.792320728302002","17.27056121826172","3","6.26","0.10550093650817872","5636","5636","7230.25","5636","7.895","0.6024184226989746","1","","46.94","1",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00019","finished","-","","","2025-04-24T15:13:36.000Z","325","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00019.yaml","longbench","","","","hotpotqa","3","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00009191986362752184","","33.36","1","1","1","6396","12916.28","6396","12916.28","0.00015634771732332708","0.00009191986362752184","17.85769748687744","17.270409107208252","2","5.585","0.10236430168151855","6396","6396","12916.28","6396","6.425","0.6178843975067139","1","","54.88","1",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00018","finished","-","","","2025-04-24T15:12:38.000Z","226","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00018.yaml","longbench","","","","multifieldqa_en","2","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00020015188689644515","","40.99","0.7222222222222222","1","1","9908","7001.013333333333","9908","7001.013333333333","0.00010092854259184496","0.00020015188689644515","18.20955991744995","17.29664421081543","31","23.906666666666663","0.4607710838317871","9908","9908","7001.013333333333","9908","21.84","1.497753381729126","1","","56.01","0.7428571428571429",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00017","finished","-","","","2025-04-24T15:08:47.000Z","288","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/ssa_and_snapkv/longbench/sparse_prefill_snapkv/00017.yaml","longbench","","","","qasper","3","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","","2048","max","2048","","","","0.00022898966084607036","","21.39","0.2857142857142857","1","1","6875","5150.47","6875","5150.47","0.00014545454545454546","0.00022898966084607036","17.901580810546875","17.27030897140503","20","18.28","0.297025203704834","6875","6875","5150.47","6875","31.665","1.2630465030670166","1","","35.92","0.2",""
