"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","target_sparse_config.use_pyramidkv","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","skip_cache","target_sparse_config.gqa_attn","target_sparse_config.use_h2o","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all","perf/target/mem_gb_before/generate/prefill_decode"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00021","finished","-","","","2025-04-25T09:40:28.000Z","670","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00021.yaml","longbench","","","","musique","3","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","8.455","","0.00006485693755291553","","31.78","1","14.96865940093994"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00020","finished","-","","","2025-04-25T09:39:50.000Z","309","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00020.yaml","longbench","","","","2wikimqa","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","7.545","","0.0001808619639708152","","46.22","1","14.967005252838137"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00019","finished","-","","","2025-04-25T09:39:36.000Z","597","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00019.yaml","longbench","","","","hotpotqa","9","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","6.625","","0.00009191986362752184","","56.46","1","14.967605590820312"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00018","finished","-","","","2025-04-25T09:38:28.000Z","296","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00018.yaml","longbench","","","","multifieldqa_en","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","21.973333333333333","","0.00020015188689644515","","54.59","0.7741935483870968","14.99619960784912"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00017","finished","-","","","2025-04-25T09:31:50.000Z","396","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00017.yaml","longbench","","","","qasper","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","32.63","","0.00022898966084607036","","34.58","0.25","14.98085355758667"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00016","finished","-","","","2025-04-25T09:30:07.000Z","1670","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00016.yaml","longbench","","","","narrativeqa","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","11.105","","0.0000492607562361452","","28.9","0","14.969878196716309"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00015","finished","-","","","2025-04-25T09:27:10.000Z","2103","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00015.yaml","longbench","","","","repobench-p","5","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","4940","10819.382","4940","64","","0.00013069233449669915","","45.39","0.48","14.99614715576172"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00014","finished","-","","","2025-04-25T09:25:13.000Z","1325","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00014.yaml","longbench","","","","lcc","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","1480","3179.72","1480","63.846","","0.0004328534482267119","","50.23","0.34","14.996099948883057"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00013","finished","-","","","2025-04-25T09:22:40.000Z","548","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00013.yaml","longbench","","","","passage_retrieval_en","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","14057","12583.895","14057","4.12","","0.00008016233882535924","","100","1","14.9676775932312"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00012","finished","-","","","2025-04-25T09:19:47.000Z","619","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00012.yaml","longbench","","","","passage_count","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9059","15031.22","9059","3.52","","0.00007505470188349298","","7.5","0","14.966687202453612"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00011","finished","-","","","2025-04-25T09:19:43.000Z","1205","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00011.yaml","longbench","","","","samsum","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","15718","9167.28","15718","128","","0.00015823092645954442","","30.63","0.27272726776859507","15.026830196380615"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00010","finished","-","","","2025-04-25T09:14:06.000Z","665","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00010.yaml","longbench","","","","triviaqa","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","2947","11780.735","2947","32","","0.00012719475142138924","","88.79","1","14.980932235717772"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00009","finished","-","","","2025-04-25T09:08:46.000Z","660","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00009.yaml","longbench","","","","trec","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","4400","6785.595","4400","64","","0.00018547459686536424","","47.5","0","14.996150970458984"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00008","finished","-","","","2025-04-25T09:07:19.000Z","3350","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00008.yaml","longbench","","","","multi_news","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","366","2704.11","366","487.295","","0.0005925779587848921","","21.53","0.25352112217064526","15.21015453338623"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00007","finished","-","","","2025-04-25T09:05:52.000Z","1277","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00007.yaml","longbench","","","","qmsum","5","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","8299","13978.58","8299","106.225","","0.00008736811326927721","","23.93","0.29310344328180743","15.050258159637451"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00006","finished","-","","","2025-04-25T09:04:58.000Z","3453","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00006.yaml","longbench","","","","gov_report","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6415","10337.405","6415","455.69","","0.00013410726854412531","","22.4","0.18974358498671937","15.135730266571043"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00005","finished","-","","","2025-04-25T09:02:55.000Z","669","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00005.yaml","longbench","","","","musique","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","8.36","","0.00006485693755291553","","29.99","1","14.96812629699707"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00004","finished","-","","","2025-04-25T09:00:38.000Z","313","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00004.yaml","longbench","","","","2wikimqa","5","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","7.28","","0.0001808619639708152","","45.84","1","14.967005252838137"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00003","finished","-","","","2025-04-25T08:59:42.000Z","542","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00003.yaml","longbench","","","","hotpotqa","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","7.25","","0.00009191986362752184","","54.8","1","14.967575073242188"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00002","finished","-","","","2025-04-25T08:57:53.000Z","300","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00002.yaml","longbench","","","","multifieldqa_en","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","21.606666666666666","","0.00020015188689644515","","52.1","0.7407407407407408","14.99619960784912"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00001","finished","-","","","2025-04-25T08:52:16.000Z","445","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00001.yaml","longbench","","","","qasper","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","38.94","","0.00022898966084607036","","29.87","0","14.978942394256592"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00000","finished","-","","","2025-04-25T08:50:42.000Z","1739","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00000.yaml","longbench","","","","narrativeqa","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","13.19","","0.0000492607562361452","","28.45","0.1176470588235294","14.968360900878906"
