"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","target_sparse_config.use_pyramidkv","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","skip_cache","target_sparse_config.gqa_attn","target_sparse_config.use_h2o","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all","perf/target/mem_gb_before/generate/prefill_decode"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00053","finished","-","","","2025-04-25T10:42:54.000Z","675","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00053.yaml","longbench","true","","","musique","9","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","8.74","","0.00006485693755291553","","31.51","1","14.96812629699707"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00052","finished","-","","","2025-04-25T10:42:32.000Z","311","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00052.yaml","longbench","true","","","2wikimqa","7","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","7.985","","0.0001808619639708152","","46.49","1","14.967160701751707"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00051","finished","-","","","2025-04-25T10:42:28.000Z","536","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00051.yaml","longbench","true","","","hotpotqa","1","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","6.51","","0.00009191986362752184","","57.77","1","14.967575073242188"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00050","finished","-","","","2025-04-25T10:38:52.000Z","296","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00050.yaml","longbench","true","","","multifieldqa_en","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","21.986666666666668","","0.00020015188689644515","","55.25","0.6666666666666667","14.99619960784912"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00049","finished","-","","","2025-04-25T10:37:53.000Z","369","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00049.yaml","longbench","true","","","qasper","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","28.375","","0.00022898966084607036","","38.79","0.8","14.98085355758667"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00048","finished","-","","","2025-04-25T10:37:23.000Z","1685","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00048.yaml","longbench","true","","","narrativeqa","5","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","11.825","","0.0000492607562361452","","28.1","0.10000000000000002","14.967883110046388"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00047","finished","-","","","2025-04-25T10:33:43.000Z","2101","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00047.yaml","longbench","true","","","repobench-p","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","4940","10819.382","4940","64","","0.00013069233449669915","","41.9","0.48","14.99712085723877"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00046","finished","-","","","2025-04-25T10:33:13.000Z","1326","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00046.yaml","longbench","true","","","lcc","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","1480","3179.72","1480","63.904","","0.0004328534482267119","","48.56","0.33","14.996099948883057"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00045","finished","-","","","2025-04-25T10:30:35.000Z","496","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00045.yaml","longbench","true","","","passage_retrieval_en","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","14057","12583.895","14057","4.09","","0.00008016233882535924","","99","1","14.967593669891356"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00044","finished","-","","","2025-04-25T10:27:35.000Z","616","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00044.yaml","longbench","true","","","passage_count","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","9059","15031.22","9059","2.715","","0.00007505470188349298","","8","0","14.966687202453612"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00043","finished","-","","","2025-04-25T10:22:57.000Z","1196","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00043.yaml","longbench","true","","","samsum","9","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","15718","9167.28","15718","126.58","","0.00015823092645954442","","34.56","0.09090908595041348","15.026830196380615"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00042","finished","-","","","2025-04-25T10:22:03.000Z","668","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00042.yaml","longbench","true","","","triviaqa","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","2947","11780.735","2947","32","","0.00012719475142138924","","70.29","1","14.980932235717772"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00041","finished","-","","","2025-04-25T10:16:32.000Z","661","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00041.yaml","longbench","true","","","trec","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","4400","6785.595","4400","64","","0.00018547459686536424","","54","0","14.996150970458984"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00040","finished","-","","","2025-04-25T10:13:28.000Z","3314","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00040.yaml","longbench","true","","","multi_news","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","366","2704.11","366","483.165","","0.0005925779587848921","","19.97","0.2824858708059626","15.21015453338623"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00039","finished","-","","","2025-04-25T10:12:25.000Z","1276","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00039.yaml","longbench","true","","","qmsum","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","8299","13978.58","8299","106.48","","0.00008736811326927721","","23.4","0.3454545404561984","15.039287090301514"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00038","finished","-","","","2025-04-25T10:11:46.000Z","3366","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00038.yaml","longbench","true","","","gov_report","3","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","6415","10337.405","6415","443.355","","0.00013410726854412531","","20.27","0.21882951176245893","15.167742729187012"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00037","finished","-","","","2025-04-25T10:10:45.000Z","676","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00037.yaml","longbench","true","","","musique","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","16408","15678.51","16408","9.135","","0.00006485693755291553","","29.89","1","14.96812629699707"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00036","finished","-","","","2025-04-25T10:08:18.000Z","309","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00036.yaml","longbench","true","","","2wikimqa","0","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","5636","7230.25","5636","7.63","","0.0001808619639708152","","45.96","0.6666666666666666","14.967005252838137"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00035","finished","-","","","2025-04-25T10:07:32.000Z","538","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00035.yaml","longbench","true","","","hotpotqa","8","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","6396","12916.28","6396","6.365","","0.00009191986362752184","","56.04","1","14.967575073242188"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00034","finished","-","","","2025-04-25T10:07:30.000Z","293","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00034.yaml","longbench","true","","","multifieldqa_en","4","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","9908","7001.013333333333","9908","21.30666666666667","","0.00020015188689644515","","53.2","0.7647058823529412","14.997173309326172"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00033","finished","-","","","2025-04-25T10:03:11.000Z","453","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00033.yaml","longbench","true","","","qasper","6","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","6875","5150.47","6875","40.6","","0.00022898966084607036","","29.02","0.1818181818181818","14.973226070404053"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00032","finished","-","","","2025-04-25T10:02:33.000Z","1680","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00032.yaml","longbench","true","","","narrativeqa","2","","","","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","","snapkv","32","","","avgpool","","","attn_mean","","","","","","","","","","","","","","","","","","","1","32998","29931.065","32998","14.16","","0.0000492607562361452","","24.36","0.11111111111111112","14.967883110046388"
