"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","target_sparse_config.use_pyramidkv","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","skip_cache","target_sparse_config.gqa_attn","target_sparse_config.use_h2o","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all","perf/target/mem_gb_before/generate/prefill_decode"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00022","finished","-","","","2025-04-25T13:16:28.000Z","5238","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00022.yaml","longbench","","","","gov_report","3","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6628","10652.425","6628","387.07","","0.00013064313532651164","","22.18","0.2494004747163996","27.88183307647705"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00020","finished","-","","","2025-04-25T13:15:27.000Z","587","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00020.yaml","longbench","","","","2wikimqa","9","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6025","7575.015","6025","7.695","","0.00017279060889681578","","54.71","1","27.66367483139038"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00019","finished","-","","","2025-04-25T13:12:28.000Z","1048","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00019.yaml","longbench","","","","hotpotqa","4","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6621","13475.455","6621","7.915","","0.00008813655980975478","","54.49","1","27.680195331573486"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00018","finished","-","","","2025-04-25T13:05:55.000Z","631","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00018.yaml","longbench","","","","multifieldqa_en","3","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9924","7198.52","9924","32.9","","0.0001938149754756793","","42.56","0.41509433962264153","27.68581771850586"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00017","finished","-","","","2025-04-25T13:01:38.000Z","828","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00017.yaml","longbench","","","","qasper","9","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6909","5221.42","6909","42.635","","0.0002264812231859225","","32.9","0.025","27.66422748565674"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00016","finished","-","","","2025-04-25T13:01:36.000Z","3202","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00016.yaml","longbench","","","","narrativeqa","7","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","512","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","32994","29957.975","32994","20.955","","0.00004914631991457161","","24.03","0","27.66633462905884"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00015","finished","-","","","2025-04-25T13:00:04.000Z","3764","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00015.yaml","longbench","","","","repobench-p","0","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","4998","10931.618","4998","63.924","","0.0001294151394040892","","41.38","0.57","27.698221683502197"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00014","finished","-","","","2025-04-25T12:46:34.000Z","2325","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00014.yaml","longbench","","","","lcc","2","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","1483","3225.888","1483","64","","0.00042873867200585424","","54.34","1","27.698173999786377"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00013","finished","-","","","2025-04-25T12:44:04.000Z","1051","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00013.yaml","longbench","","","","passage_retrieval_en","7","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","14443","12944.12","14443","12.94","","0.00007794958984045504","","98.58","1","27.6671838760376"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00012","finished","-","","","2025-04-25T12:42:10.000Z","1423","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00012.yaml","longbench","","","","passage_count","3","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9261","15440.69","9261","26.51","","0.00007304470930019384","","7.93","0","27.66723585128784"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00011","finished","-","","","2025-04-25T12:41:06.000Z","2120","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00011.yaml","longbench","","","","samsum","6","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","15779","9196.89","15779","128","","0.00015764750686920445","","28.67","0.0740740694101512","27.734581470489506"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00010","finished","-","","","2025-04-25T12:41:05.000Z","1231","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00010.yaml","longbench","","","","triviaqa","9","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","3056","12208.04","3056","29.82","","0.00012263656266205122","","82.96","1","27.68017292022705"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00009","finished","-","","","2025-04-25T12:40:34.000Z","1168","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00009.yaml","longbench","","","","trec","0","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","4440","6843.935","4440","64","","0.00018398760766529575","","41","0","27.69822597503662"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00008","finished","-","","","2025-04-25T12:35:45.000Z","5178","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00008.yaml","longbench","","","","multi_news","1","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","332","2715.675","332","435.82","","0.000607490545145527","","17.53","0.21917807765976532","27.94233226776123"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00007","finished","-","","","2025-04-25T12:34:50.000Z","2256","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00007.yaml","longbench","","","","qmsum","4","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","8265","13975.69","8265","105.675","","0.00008761203814127868","","21.67","0.2857142807142858","27.73176431655884"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00006","finished","-","","","2025-04-25T12:31:04.000Z","5109","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00006.yaml","longbench","","","","gov_report","8","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6628","10652.425","6628","375.815","","0.00013064313532651164","","20.27","0.21772151419759667","27.87446880340576"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00005","finished","-","","","2025-04-25T12:21:02.000Z","1530","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00005.yaml","longbench","","","","musique","2","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","17207","16371.73","17207","9.925","","0.00006212628936475146","","34.02","1","27.666111946105957"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00003","finished","-","","","2025-04-25T12:20:11.000Z","1318","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00003.yaml","longbench","","","","hotpotqa","3","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6621","13475.455","6621","8.045","","0.00008813655980975478","","54.12","1","27.680195331573486"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00002","finished","-","","","2025-04-25T12:20:11.000Z","932","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00002.yaml","longbench","","","","multifieldqa_en","1","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","9924","7198.52","9924","35.06666666666667","","0.0001938149754756793","","39.36","0.31034482758620696","27.698280334472656"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00000","finished","-","","","2025-04-25T12:20:11.000Z","3474","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00000.yaml","longbench","","","","narrativeqa","5","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","32994","29957.975","32994","19.53","","0.00004914631991457161","","23.44","0.08695652173913043","27.66746759414673"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00001","finished","-","","","2025-04-25T12:20:11.000Z","1221","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00001.yaml","longbench","","","","qasper","0","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6909","5221.42","6909","52.58","","0.0002264812231859225","","26.19","0.02469135802469136","27.66422748565674"
"draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00004","finished","-","","","2025-04-25T12:20:11.000Z","878","","cfg/draft1_target1/Qwen2.5-14B-Instruct/ethan/full/streamllm_h2o_pyr/longbench/snapkv/00004.yaml","longbench","","","","2wikimqa","4","","","","flash_attention_2","bfloat16","Qwen/Qwen2.5-14B-Instruct","","256","","snapkv","32","","","","","","attn_mean","true","","","","","","","","","","","","","","","","","","1","6025","7575.015","6025","8.53","","0.00017279060889681578","","52.79","1","27.66374158859253"
